hjd,camera,mag,mag_err,flux,flux_err
2457876.69854,be,14.207,0.02581,7.964,0.189
2458226.79759,be,14.372,0.02782,6.84,0.175
2457889.59406,be,14.343,0.02743,7.029,0.177
2457783.81148,be,14.339,0.02738,7.054,0.178
2458022.47702,be,14.356,0.0276,6.943,0.176
2457534.70628,be,14.256,0.02636,7.614,0.185
2457774.8519,be,14.367,0.02775,6.872,0.175
2457603.55166,be,14.25,0.02629,7.652,0.185
2458153.86261,be,14.363,0.02769,6.897,0.176
2457562.50268,be,14.35,0.02752,6.98,0.177
2458011.52473,be,14.358,0.02763,6.929,0.176
2458144.82452,be,14.374,0.02784,6.828,0.175
2458188.75125,be,14.36,0.02765,6.916,0.176
2458314.70104,be,14.359,0.02764,6.925,0.176
2458150.8066,be,14.424,0.02854,6.522,0.171
2458228.79252,be,14.36,0.02765,6.914,0.176
2457923.54687,be,14.324,0.02719,7.147,0.179
2457917.56497,be,14.337,0.02735,7.064,0.178
2457935.69465,be,14.367,0.02775,6.873,0.175
2457651.49814,be,14.365,0.02772,6.886,0.176
2458132.85297,be,14.375,0.02786,6.824,0.175
2457546.7544,be,14.367,0.02775,6.873,0.175
2458173.75497,be,14.338,0.02737,7.056,0.178
2458230.85195,be,14.365,0.02772,6.887,0.176
2458208.87839,be,14.451,0.02894,6.359,0.169
2457840.67078,be,14.351,0.02754,6.971,0.177
2457846.82157,be,14.385,0.02799,6.758,0.174
2457960.60525,be,14.356,0.0276,6.945,0.176
2458336.64747,be,14.372,0.02782,6.84,0.175
2458171.74864,be,14.416,0.02843,6.568,0.172
2457785.8404,be,14.365,0.02772,6.882,0.176
2457910.65067,be,14.332,0.02729,7.096,0.178
2457825.81402,be,14.225,0.02601,7.832,0.187
2457768.84919,be,14.271,0.02654,7.507,0.183
2458223.78806,be,14.327,0.02722,7.132,0.179
2457616.52045,be,14.249,0.02628,7.66,0.185
2457836.80525,be,14.351,0.02754,6.973,0.177
2457647.52051,be,14.228,0.02604,7.813,0.187
2457766.85744,be,14.255,0.02635,7.621,0.185
2457951.54935,be,14.328,0.02724,7.126,0.179
2457972.55903,be,14.33,0.02726,7.112,0.178
2457823.70977,be,14.268,0.0265,7.532,0.184
2458135.84402,be,14.379,0.02791,6.798,0.175
2458310.71884,be,14.368,0.02776,6.868,0.175
2458222.80553,be,14.386,0.02801,6.75,0.174
2458160.85827,be,14.359,0.02764,6.923,0.176
2457984.54292,be,14.37,0.02779,6.851,0.175
2457957.59244,be,14.341,0.0274,7.038,0.177
2458309.72271,be,14.342,0.02742,7.036,0.177
2457820.77623,be,14.348,0.0275,6.996,0.177
2457833.85326,be,14.37,0.02779,6.855,0.175
2458186.80988,be,14.389,0.02805,6.734,0.174
2458174.78034,be,14.366,0.02774,6.877,0.175
2457933.57014,be,14.365,0.02772,6.886,0.176
2457863.87231,be,14.283,0.02668,7.427,0.182
2458311.69213,be,14.337,0.02735,7.065,0.178
2458204.65308,be,14.371,0.0278,6.846,0.175
2457864.8263,be,14.412,0.02837,6.593,0.172
2457659.48148,be,14.229,0.02605,7.807,0.187
2458243.8829,be,14.342,0.02742,7.033,0.177
2457772.84067,be,14.308,0.02698,7.255,0.18
2458185.79929,be,14.378,0.0279,6.804,0.175
2457967.60783,be,14.345,0.02746,7.012,0.177
2458143.82453,be,14.323,0.02717,7.157,0.179
2457606.52523,be,14.257,0.02637,7.603,0.184
2457835.79226,be,14.381,0.02794,6.783,0.174
2457585.63712,be,14.29,0.02676,7.377,0.182
2458141.83184,be,14.389,0.02805,6.732,0.174
2457567.56653,be,14.369,0.02778,6.857,0.175
2458199.85143,be,14.362,0.02768,6.902,0.176
2458213.83296,be,14.377,0.02788,6.808,0.175
2457870.63328,be,14.343,0.02743,7.024,0.177
2458319.6969,be,14.31,0.02701,7.241,0.18
2458332.4766,be,14.366,0.02774,6.88,0.176
2457484.83282,be,14.371,0.0278,6.845,0.175
2458149.80683,be,14.376,0.02787,6.818,0.175
2457975.63257,be,14.325,0.0272,7.142,0.179
2458190.85464,be,14.4,0.0282,6.665,0.173
2458308.72937,be,14.342,0.02742,7.034,0.177
2457455.85127,be,14.365,0.02772,6.887,0.176
2457465.77645,be,14.232,0.02609,7.786,0.187
2457979.59085,be,14.332,0.02729,7.097,0.178
2457778.82482,be,14.338,0.02737,7.056,0.178
2458334.65522,be,14.341,0.0274,7.039,0.177
2458206.81587,be,14.382,0.02795,6.776,0.174
2457758.86146,be,14.266,0.02648,7.545,0.184
2457905.76464,be,14.392,0.02809,6.719,0.174
2458209.8398,be,14.408,0.02832,6.615,0.172
2458183.75529,be,14.375,0.02786,6.822,0.175
2457637.52162,be,14.331,0.02728,7.107,0.178
2457830.75452,be,14.395,0.02813,6.699,0.173
2458215.73716,be,14.377,0.02788,6.81,0.175
2457878.61777,be,14.215,0.0259,7.904,0.188
2457780.82468,be,14.353,0.02756,6.959,0.176
2457953.65317,be,14.343,0.02743,7.029,0.177
2457612.61063,be,14.264,0.02645,7.558,0.184
2457807.84743,be,14.367,0.02775,6.874,0.175
2457547.73851,be,14.372,0.02782,6.839,0.175
2458323.68898,be,14.431,0.02865,6.479,0.171
2458198.76505,be,14.35,0.02752,6.983,0.177
2458137.84058,be,14.372,0.02782,6.843,0.175
2457867.81676,be,14.251,0.0263,7.649,0.185
2458178.73593,be,14.368,0.02776,6.865,0.175
2457800.8362,be,14.187,0.0256,8.112,0.191
2458142.82881,be,14.368,0.02776,6.865,0.175
2458194.81379,be,14.339,0.02738,7.051,0.178
2457790.81231,be,14.369,0.02778,6.862,0.175
2458130.87117,be,14.456,0.02902,6.332,0.169
2457476.82918,be,14.4,0.0282,6.666,0.173
2458162.77383,be,14.362,0.02768,6.902,0.176
2458225.79833,be,14.362,0.02768,6.906,0.176
2458148.81504,be,14.372,0.02782,6.838,0.175
2457609.51068,be,14.278,0.02662,7.459,0.183
2458244.799,be,14.316,0.02708,7.201,0.179
2457799.76989,be,14.172,0.02544,8.226,0.193
2458017.49106,be,14.382,0.02795,6.777,0.174
2458182.72244,be,14.305,0.02695,7.279,0.18
2457853.71653,be,14.247,0.02626,7.678,0.185
2458340.60227,be,14.359,0.02764,6.923,0.176
2457796.79708,be,14.288,0.02674,7.394,0.182
2457806.8579,be,14.355,0.02759,6.95,0.176
2458229.79566,be,14.356,0.0276,6.943,0.176
2457915.65819,be,14.323,0.02717,7.159,0.179
2457655.49159,be,14.34,0.02739,7.047,0.178
2458211.91259,be,14.332,0.02729,7.095,0.178
2457529.73331,be,14.284,0.02669,7.42,0.182
2458136.84065,be,14.379,0.02791,6.8,0.175
2457827.87004,be,14.21,0.02584,7.942,0.189
2458187.81345,be,14.411,0.02836,6.601,0.172
2457844.85167,be,14.352,0.02755,6.969,0.177
2457911.74524,be,14.341,0.0274,7.041,0.178
2458123.86138,be,14.342,0.02742,7.033,0.177
2457873.57391,be,14.363,0.02769,6.896,0.176
2458134.84891,be,14.412,0.02837,6.592,0.172
2457595.67519,be,14.264,0.02645,7.556,0.184
2457886.76591,be,14.202,0.02576,7.997,0.19
2458172.74794,be,14.346,0.02747,7.005,0.177
2458164.77637,be,14.354,0.02757,6.955,0.176
2457946.56991,be,14.298,0.02686,7.322,0.181
2457856.72208,be,14.154,0.02526,8.359,0.194
2458236.61705,be,14.373,0.02783,6.836,0.175
2457575.59688,be,14.35,0.02752,6.981,0.177
2458180.82927,be,14.395,0.02813,6.699,0.173
2458175.74563,be,14.437,0.02873,6.443,0.17
2458158.86799,be,14.357,0.02761,6.938,0.176
2457906.75678,be,14.319,0.02712,7.185,0.179
2458138.83648,be,14.371,0.0278,6.849,0.175
2457802.87268,be,14.371,0.0278,6.845,0.175
2457633.56345,be,14.345,0.02746,7.011,0.177
2458210.81687,be,14.394,0.02812,6.702,0.173
2457781.81624,be,14.347,0.02748,7.002,0.177
2458191.83189,be,14.41,0.02834,6.606,0.172
2457851.81286,be,14.25,0.02629,7.658,0.185
2458203.70107,be,14.32,0.02713,7.178,0.179
2457942.69995,be,14.32,0.02713,7.178,0.179
2458201.81989,be,14.371,0.0278,6.849,0.175
2458197.73212,be,14.375,0.02786,6.819,0.175
2458338.64099,be,14.38,0.02792,6.791,0.174
2458227.80477,be,14.337,0.02735,7.066,0.178
2457479.89391,be,14.223,0.02599,7.846,0.188
2458217.77769,be,14.348,0.0275,6.991,0.177
2458192.82306,be,14.372,0.02782,6.844,0.175
2458166.76348,be,14.367,0.02775,6.875,0.176
2458165.78642,be,14.391,0.02808,6.724,0.174
2457834.79495,be,14.354,0.02757,6.957,0.176
2457457.81979,be,14.365,0.02772,6.883,0.176
2457794.78218,be,14.298,0.02686,7.324,0.181
2458305.5471,be,14.361,0.02767,6.913,0.176
2457970.61637,be,14.318,0.02711,7.193,0.179
2458216.7553,be,14.35,0.02752,6.981,0.177
2458139.83238,be,14.382,0.02795,6.781,0.174
2457619.59147,be,14.292,0.02679,7.361,0.181
2458306.73675,be,14.322,0.02716,7.163,0.179
2458220.71202,be,14.389,0.02805,6.733,0.174
2458176.86623,be,14.32,0.02713,7.177,0.179
2458207.79338,be,14.358,0.02763,6.931,0.176
2458212.83765,be,14.389,0.02805,6.734,0.174
2457903.81802,be,14.341,0.0274,7.037,0.177
2458240.87407,be,14.411,0.02836,6.597,0.172
2458163.77307,be,14.367,0.02775,6.876,0.176
2457850.82286,be,14.353,0.02756,6.96,0.176
2457620.52668,be,14.284,0.02669,7.416,0.182
2458303.73995,be,14.362,0.02768,6.906,0.176
2457555.66296,be,14.254,0.02634,7.624,0.185
2457787.79791,be,14.369,0.02778,6.862,0.175
2458145.81998,be,14.359,0.02764,6.921,0.176
2457816.84396,be,14.345,0.02746,7.014,0.177
2457944.5551,be,14.366,0.02774,6.878,0.176
2457838.67494,be,14.395,0.02813,6.698,0.173
2458189.84863,be,14.36,0.02765,6.918,0.176
2458193.7923,be,14.381,0.02794,6.787,0.174
2457522.74387,be,14.211,0.02585,7.935,0.189
2457560.51045,be,14.243,0.02621,7.702,0.186
2458196.78986,be,14.312,0.02703,7.229,0.18
2458233.74771,be,14.384,0.02798,6.764,0.174
2458205.66805,be,14.364,0.02771,6.892,0.176
2457804.8712,be,14.354,0.02757,6.954,0.176
2457880.71602,be,14.187,0.0256,8.109,0.191
2458329.65754,be,14.301,0.0269,7.304,0.181
2457559.74253,be,14.247,0.02626,7.675,0.185
2458133.84902,be,14.405,0.02827,6.636,0.173
2457902.68973,be,14.368,0.02776,6.865,0.175
